name,url,standard,address,id,result(total),result(error),result(warning),result(notice)
Flatt Walks Surgery,http://www.fellviewhealthcare.nhs.uk,WCAG2AAA,CA28 7QE,5d290c12edf8287f0f23ccd2,215,59,13,143
Shap Medical Practice,http://www.shapmedicalpractice.co.uk,WCAG2AAA,CA10 3LW,5d290c12edf8287f0f23ccd3,176,37,17,122
Westcroft House Surgery,http://westcrofthouse.co.uk,WCAG2AAA,CA22 2DB,5d290c12edf8287f0f23ccd4,268,59,86,123
Norton Brook Medical Centre,http://www.nortonbrookmedicalcentre.co.uk,WCAG2AAA,TQ7 1AE,5d290c12edf8287f0f23ccd5,233,65,34,134
"Drs Bloomer, Devlin And Baxter",https://www.salcombehealthcentre.co.uk,WCAG2AAA,TQ8 8DJ,5d290c12edf8287f0f23ccd6,119,22,48,49
Chillington Health Centre,http://www.chillingtonsurgery.co.uk,WCAG2AAA,TQ7 2LB,5d290c12edf8287f0f23ccd7,242,36,28,178
Dartmouth Medical Practice,http://www.dartmedical.co.uk,WCAG2AAA,TQ6 9RT,5d290c12edf8287f0f23ccd8,168,34,35,99
Ivybridge Medical Practice,http://www.beaconmedicalgroup.nhs.uk/,WCAG2AAA,PL21 0AJ,5d290c12edf8287f0f23ccd9,332,71,86,175
South Brent Health Centre,http://www.southbrenthealth.co.uk/,WCAG2AAA,TQ10 9HT,5d290c12edf8287f0f23ccda,202,58,48,96
Catherine House Surgery,http://www.catherinehousesurgery.co.uk,WCAG2AAA,TQ9 5HA,5d290c12edf8287f0f23ccdb,129,36,28,65
Yealm Medical Centre,http://www.yealmmedical.co.uk/,WCAG2AAA,PL8 2EA,5d290c12edf8287f0f23ccdc,218,45,33,140
Leatside Surgery,http://www.leatside.co.uk,WCAG2AAA,TQ9 5JA,5d290c12edf8287f0f23ccdd,273,52,25,196
Compass House Medical Centres,https://www.compasshousemedical.com,WCAG2AAA,TQ5 0PG,5d290c12edf8287f0f23ccde,275,43,54,178
Chaddlewood Medical Practice,http://www.beaconmedicalgroup.nhs.uk/,WCAG2AAA,PL7 2QP,5d290c12edf8287f0f23ccdf,334,71,88,175
Old Farm Surgery,http://www.oldfarmsurgery.co.uk,WCAG2AAA,TQ3 3TB,5d290c12edf8287f0f23cce0,259,45,22,192
Buckfastleigh Medical Centre,http://www.buckfastleigh-medical.co.uk/index.php,WCAG2AAA,TQ11 0DE,5d290c12edf8287f0f23cce1,121,29,20,72
Wembury Surgery,http://www.wemburysurgery.co.uk,WCAG2AAA,PL9 0BE,5d290c12edf8287f0f23cce2,279,8,137,134
St Lukes Medical Centre,http://www.stlukesmedicalcentre.co.uk,WCAG2AAA,TQ5 8NA,5d290c12edf8287f0f23cce3,213,6,77,130
Corner Place Surgery,http://www.cornerplacesurgery.co.uk/,WCAG2AAA,TQ4 5AH,5d290c12edf8287f0f23cce4,253,40,28,185
Withycombe Lodge Surgery,http://www.withycombelodgesurgery.co.uk,WCAG2AAA,TQ3 2SG,5d290c12edf8287f0f23cce5,3,2,0,1
Beacon Medical Group,http://www.beaconmedicalgroup.nhs.uk/,WCAG2AAA,PL7 1AD,5d290c12edf8287f0f23cce6,426,94,124,208
Plympton Health Centre,http://www.beaconmedicalgroup.nhs.uk/,WCAG2AAA,PL7 1AD,5d290c12edf8287f0f23cce7,412,94,110,208
Pembroke House Surgery,http://www.pembrokehousesurgery.co.uk,WCAG2AAA,TQ3 2EZ,5d290c12edf8287f0f23cce8,920,248,89,583
Dr Steven Nimmo,http://www.bartonsurgery.com/,WCAG2AAA,PL9 9BR,5d290c12edf8287f0f23cce9,49,18,2,29
St. Andrews Medical Centre,http://www.kkipp.gpsurgery.net,WCAG2AAA,TQ12 5QA,5d290c12edf8287f0f23ccea,533,207,73,253
Wotter Medical Practice,http://www.beaconmedicalgroup.nhs.uk/,WCAG2AAA,PL7 5HN,5d290c12edf8287f0f23cceb,412,94,110,208
Chelston Hall Surgery,http://www.chelstonhall.co.uk,WCAG2AAA,TQ2 6HW,5d290c12edf8287f0f23ccec,246,16,97,133
Ashburton Surgery,http://www.ashburtonsurgery.co.uk/index.aspx,WCAG2AAA,TQ13 7AP,5d290c12edf8287f0f23cced,234,61,62,111
Croft Hall Medical Practice,http://www.crofthallmedicalpractice.co.uk,WCAG2AAA,TQ2 5UA,5d290c12edf8287f0f23ccee,426,39,128,259
Brunel Medical Practice (Shiphay),http://www.brunelmedicalpractice.co.uk,WCAG2AAA,TQ2 7HH,5d290c12edf8287f0f23ccef,424,158,76,190
Mount Gould Primary Care Centre,https://www.accesshealthanddental.co.uk,WCAG2AAA,PL4 7PY,5d290c12edf8287f0f23ccf0,373,95,120,158
Wycliffe Surgery,http://www.wycliffesurgery.co.uk,WCAG2AAA,PL4 0BZ,5d290c12edf8287f0f23ccf1,232,58,41,133
Efford Surgery,https://www.pathfields.co.uk/locations/,WCAG2AAA,PL3 6JG,5d290c12edf8287f0f23ccf2,85,23,19,43
Elm Surgery,https://www.elmsurgery.co.uk,WCAG2AAA,PL6 8UF,5d290c12edf8287f0f23ccf3,199,42,46,111
Estover Surgery,http://www.estoversurgery.co.uk,WCAG2AAA,PL6 8UE,5d290c12edf8287f0f23ccf4,149,45,49,55
Friary House Surgery,http://www.friaryhousesurgery.nhs.uk,WCAG2AAA,PL4 9BH,5d290c12edf8287f0f23ccf5,408,10,163,235
Dr Jonathan Carlson And Dr Amanda Beasley,http://www.beaumont-villa.co.uk,WCAG2AAA,PL4 8PH,5d290c12edf8287f0f23ccf6,161,33,25,103
Kingskerswell & Ipplepen Med Practice,http://www.kkipp.gpsurgery.net,WCAG2AAA,TQ12 5DJ,5d290c12edf8287f0f23ccf7,533,206,73,254
Chilcote Surgery,http://www.chilcotesurgery.co.uk,WCAG2AAA,TQ1 4HY,5d290c12edf8287f0f23ccf8,228,11,92,125
Lisson Grove And Woolwell Medical Centres,http://www.lissongroveandwoolwellmc.co.uk,WCAG2AAA,PL4 7DL,5d290c12edf8287f0f23ccf9,315,55,94,166
The Mannamead Surgery,http://www.mannameadsurgery.co.uk/,WCAG2AAA,PL3 5HE,5d290c12edf8287f0f23ccfa,278,57,72,149
University Medical Centre (Endsleigh Place),http://plymouthstudenthealth.co.uk/,WCAG2AAA,PL4 6DN,5d290c12edf8287f0f23ccfb,376,22,143,211
Brunel Medical Practice (St Marychurch),http://www.brunelmedicalpractice.co.uk,WCAG2AAA,TQ1 4QX,5d290c12edf8287f0f23ccfc,424,158,76,190
Brunel Medical Practice,http://www.brunelmedicalpractice.co.uk,WCAG2AAA,TQ1 3SL,5d290c12edf8287f0f23ccfd,424,158,76,190
Dr Pradeep Sahadevan,https://parkview.gpsurgery.net/,WCAG2AAA,PL4 6NX,5d290c12edf8287f0f23ccfe,350,170,9,171
West Hoe Surgery,http://www.westhoesurgery.nhs.uk/,WCAG2AAA,PL1 3BP,5d290c12edf8287f0f23ccff,244,17,103,124
North Road West Medical Centre,http://www.northroadwest.co.uk,WCAG2AAA,PL1 5BZ,5d290c12edf8287f0f23cd00,234,54,57,123
Woolwell Medical Centre,http://www.lissongroveandwoolwellmc.co.uk,WCAG2AAA,PL6 7TH,5d290c12edf8287f0f23cd01,315,55,94,166
Peverell Park Surgery,http://www.peverellparksurgery.com/,WCAG2AAA,PL2 3PX,5d290c12edf8287f0f23cd02,357,14,130,213
Albany Surgery,http://www.albanysurgery.co.uk,WCAG2AAA,TQ12 1GJ,5d290c12edf8287f0f23cd03,389,27,129,233
Cricketfield Surgery,http://www.cricketfieldsurgery.co.uk,WCAG2AAA,TQ12 2AS,5d290c12edf8287f0f23cd04,789,261,84,444
Devonport Health Centre,http://www.devonporthealthcentre.co.uk/,WCAG2AAA,PL1 4JZ,5d290c12edf8287f0f23cd05,203,13,50,140
Stoke Surgery,http://www.stokesurgeryplymouth.nhs.uk/,WCAG2AAA,PL3 4DP,5d290c12edf8287f0f23cd06,244,30,96,118
Southway Surgery,http://www.southwaysurgery.com,WCAG2AAA,PL6 6DX,5d290c12edf8287f0f23cd07,200,38,45,117
Buckland Surgery,http://bucklandsurgery.co.uk,WCAG2AAA,TQ12 4HG,5d290c12edf8287f0f23cd08,402,179,16,207
Trelawny Surgery,https://www.accesshealthanddental.co.uk,WCAG2AAA,PL2 2NL,5d290c12edf8287f0f23cd09,373,95,120,158
Budshead Medical Practice,http://www.budsheadmedicalpractice.org.uk/,WCAG2AAA,PL5 4DU,5d290c12edf8287f0f23cd0a,188,48,37,103
St Levan Surgery,http://www.stlevansurgery.nhs.uk/,WCAG2AAA,PL2 1JR,5d290c12edf8287f0f23cd0b,232,41,53,138
Oakside Surgery,http://www.oakside.gpsurgery.net,WCAG2AAA,PL5 3PY,5d290c12edf8287f0f23cd0c,421,175,29,217
Kingsteignton Medical Practice,http://www.kingsteigntonmedicalpractice.co.uk,WCAG2AAA,TQ12 3HN,5d290c12edf8287f0f23cd0d,251,73,48,130
Yelverton Surgery,http://www.yelvertonsurgery.co.uk,WCAG2AAA,PL20 6AS,5d290c12edf8287f0f23cd0e,364,21,225,118
Chard Road Surgery,http://www.chardroadsurgery.co.uk/,WCAG2AAA,PL5 2UE,5d290c12edf8287f0f23cd0f,3,2,1,0
Millbrook Surgery,http://www.theramegrouppractice.co.uk/index.aspx?p=y00969,WCAG2AAA,PL10 1DE,5d290c12edf8287f0f23cd10,261,16,134,111
Ernesettle Medical Centre,https://www.accesshealthanddental.co.uk,WCAG2AAA,PL5 2ST,5d290c12edf8287f0f23cd11,373,95,120,158
Mayflower Medical Group - Stirling Road Surgery,https://stirling-road.accesshealthanddental.co.uk/,WCAG2AAA,PL5 1PL,5d290c12edf8287f0f23cd12,405,95,113,197
The Rame Group Practice,http://www.theramegrouppractice.co.uk/index.aspx?p=y00969,WCAG2AAA,PL11 2TB,5d290c12edf8287f0f23cd13,261,16,134,111
Cawsand Surgery,http://www.theramegrouppractice.co.uk/index.aspx?p=y00969,WCAG2AAA,PL11 2TB,5d290c12edf8287f0f23cd14,261,16,134,111
Port View Surgery,http://www.portviewsurgery.co.uk,WCAG2AAA,PL12 4BU,5d290c12edf8287f0f23cd15,227,17,86,124
Bovey Tracey & Chudleigh Practice,https://www.riverside-surgery.co.uk,WCAG2AAA,TQ13 9QP,5d290c12edf8287f0f23cd16,53,24,13,16
"Drs. Broadhead, Fox, Morris, Hamilton, Earl & Sowden",http://www.saltashhealth.co.uk,WCAG2AAA,PL12 6DL,5d290c12edf8287f0f23cd17,291,35,104,152
Glendevon Medical Centre,http://www.teignestuarymedical.co.uk/,WCAG2AAA,TQ14 8AB,5d290c12edf8287f0f23cd18,441,193,30,218
Channel View Medical Practice,http://www.channelviewmedicalpractice.com,WCAG2AAA,TQ14 8AY,5d290c12edf8287f0f23cd19,498,215,48,235
Bere Alston Surgery,http://www.berealstonmedicalpractice.co.uk,WCAG2AAA,PL20 7EJ,5d290c12edf8287f0f23cd1a,194,13,94,87
Dawlish Medical Group,http://www.bartonsurgery.co.uk/,WCAG2AAA,EX7 9QH,5d290c12edf8287f0f23cd1b,428,170,31,227
Quay Lane Surgery,http://www.quaylanesurgery.co.uk/,WCAG2AAA,PL12 5LH,5d290c12edf8287f0f23cd1c,293,61,97,135
Gunnislake Health Centre,http://www.tamarvalleyhealth.org.uk/,WCAG2AAA,PL18 9JZ,5d290c12edf8287f0f23cd1d,325,85,104,136
Westbank Practice,http://www.westbankpractice.com,WCAG2AAA,EX6 8PZ,5d290c12edf8287f0f23cd1e
Haldon House Surgery,http://www.haldon-house.co.uk/,WCAG2AAA,EX8 1DQ,5d290c12edf8287f0f23cd1f,217,6,96,115
Imperial Surgery,https://www.imperialmedicalpractice.co.uk/,WCAG2AAA,EX8 1DQ,5d290c12edf8287f0f23cd20,365,21,209,135
Rolle Medical Partnership,http://www.rollemedicalpartnership.co.uk/,WCAG2AAA,EX8 2JF,5d290c12edf8287f0f23cd21
Claremont Medical Practice,http://www.claremontmedicalpractice.co.uk,WCAG2AAA,EX8 2JF,5d290c12edf8287f0f23cd22,166,57,30,79
Callington Health Centre,http://www.tamarvalleyhealth.org.uk,WCAG2AAA,PL17 7AW,5d290c12edf8287f0f23cd23,325,85,104,136
Underhill Surgery,http://www.claremontmedicalpractice.co.uk,WCAG2AAA,EX8 5HH,5d290c12edf8287f0f23cd24,166,57,30,79
Raleigh Surgery,http://www.raleighsurgery.co.uk/,WCAG2AAA,EX8 5NH,5d290c12edf8287f0f23cd25,217,53,30,134
Budleigh Salterton Medical Practice,http://www.budleighsaltertonmedicalcentre.co.uk,WCAG2AAA,EX9 6LS,5d290c12edf8287f0f23cd26
Bellingham Practice,http://www.thebellinghampractice.co.uk,WCAG2AAA,NE48 2HE,5d290c12edf8287f0f23cd27,257,76,41,140
Wark Surgery,http://humshaughandwarkmedicalgroup.nhs.uk/,WCAG2AAA,NE48 3LS,5d290c12edf8287f0f23cd28,246,43,87,116
Humshaugh and Wark Medical Group,http://humshaughandwarkmedicalgroup.nhs.uk/,WCAG2AAA,NE46 4BU,5d290c12edf8287f0f23cd29,246,43,87,116
Haydon Bridge and Allendale Medical Practice,http://www.haydonbridgeandallendalemedicalpractice.co.uk,WCAG2AAA,NE47 6LA,5d290c12edf8287f0f23cd2a
Burn Brae Medical Group,http://www.burnbraemedicalgroup.nhs.uk,WCAG2AAA,NE46 1QJ,5d290c12edf8287f0f23cd2b,154,52,22,80
The Sele Medical Practice,http://www.selemedicalpractice.co.uk,WCAG2AAA,NE46 1QJ,5d290c12edf8287f0f23cd2c,536,70,300,166
White Medical Group (Stamfordham),https://whitemedicalgroup.gpsurgery.net/,WCAG2AAA,NE18 0PF,5d290c12edf8287f0f23cd2d,396,195,15,186
Corbridge Health Centre,https://corbridge.gpsurgery.net/,WCAG2AAA,NE45 5LG,5d290c12edf8287f0f23cd2e,384,167,20,197
Haltwhistle Medical Group,http://www.haltwhistlemedicalgroup.co.uk/,WCAG2AAA,NE49 9AP,5d290c12edf8287f0f23cd2f,434,99,171,164
Wellway Medical Group,https://www.valensmedical.co.uk/our-practices/wellway-medical-group/,WCAG2AAA,NE61 1BJ,5d290c12edf8287f0f23cd30,247,47,44,156
"Drs O'Neill, Evans & Lunn",http://www.gashouselane.gpsurgery.net,WCAG2AAA,NE61 1JX,5d290c12edf8287f0f23cd31,401,171,27,203
White Medical Group,http://www.whitemedicalgroup.gpsurgery.net,WCAG2AAA,NE20 9SD,5d290c12edf8287f0f23cd32,406,196,18,192
Ponteland Medical Group,http://www.pontelandmedicalgroup.co.uk,WCAG2AAA,NE20 9SD,5d290c12edf8287f0f23cd33,135,41,22,72
Darras Hall Surgery,http://www.pontelandmedicalgroup.co.uk,WCAG2AAA,NE20 9PW,5d290c12edf8287f0f23cd34,135,41,22,72
Pegswood Surgery,https://www.valensmedical.co.uk/our-practices/wellway-medical-group/,WCAG2AAA,NE61 6TB,5d290c12edf8287f0f23cd35,247,47,44,156
Branch End Surgery,http://www.branchendsurgery.co.uk/,WCAG2AAA,NE43 7LL,5d290c12edf8287f0f23cd36,169,7,84,78
Prudhoe Medical Group,http://www.prudhoemedicalgroup.com,WCAG2AAA,NE42 5PW,5d290c12edf8287f0f23cd37,260,79,48,133
White Medical Group (Wylam),http://www.whitemedicalgroup.gpsurgery.net,WCAG2AAA,NE41 8EL,5d290c12edf8287f0f23cd38,406,196,18,192
The Adderlane Surgery,http://www.adderlanesurgery.nhs.uk,WCAG2AAA,NE42 5HR,5d290c12edf8287f0f23cd39,140,13,57,70
Throckley Primary Care Centre,http://www.throckleyprimarycare.co.uk,WCAG2AAA,NE15 9PA,5d290c12edf8287f0f23cd3a,408,155,32,221
GuidePost Medical Group,http://www.guidepostmedicalgroup.nhs.uk/,WCAG2AAA,NE62 5RA,5d290c12edf8287f0f23cd3b,156,44,46,66
Dinnington Surgery,http://www.pontelandmedicalgroup.co.uk,WCAG2AAA,NE13 7JW,5d290c12edf8287f0f23cd3c,135,41,22,72
Crawcrook Medical Centre,http://crawcrookmedicalcentre.nhs.uk/,WCAG2AAA,NE40 4US,5d290c12edf8287f0f23cd3d,4,2,0,2
Bedlingtonshire Medical Group,http://bedlington-doctors.com/,WCAG2AAA,NE22 6JX,5d290c12edf8287f0f23cd3e,104,43,6,55
Newburn Surgery,http://www.newburnsurgery.com,WCAG2AAA,NE15 8LX,5d290c12edf8287f0f23cd3f,132,8,15,109
Grange Road Medical Practice,https://www.grangeroadgpryton.nhs.uk/,WCAG2AAA,NE40 3LT,5d290c12edf8287f0f23cd40,4,2,0,2
Parkway Medical Group,http://www.parkwaymedicalgroup.nhs.uk,WCAG2AAA,NE5 1LJ,5d290c12edf8287f0f23cd41,374,155,52,167
Trevelyan Drive,http://www.savillemed.co.uk,WCAG2AAA,NE5 4BP,5d290c12edf8287f0f23cd42,223,36,31,156
The Park Medical Group,http://www.parkmedicalgroup.co.uk,WCAG2AAA,NE3 2HB,5d290c12edf8287f0f23cd43,226,11,95,120
"Woodlands Park Health Centre, Wideopen",http://www.wphc.org.uk,WCAG2AAA,NE13 6JJ,5d290c12edf8287f0f23cd44,258,67,61,130
Wideopen Medical Centre,http://www.wideopenmedicalcentre.nhs.uk/,WCAG2AAA,NE13 6LN,5d290c12edf8287f0f23cd45,312,40,112,160
Cramlington Medical Group,http://www.cramlingtonmedicalgroup.co.uk/,WCAG2AAA,NE23 6QN,5d290c12edf8287f0f23cd46,136,40,23,73
Forum Family Practice,http://www.forumfamilypractice.co.uk,WCAG2AAA,NE23 6QN,5d290c12edf8287f0f23cd47,212,61,23,128
Village Medical Group,https://www.the-village-surgery.co.uk/,WCAG2AAA,NE23 6US,5d290c12edf8287f0f23cd48,58,1,16,41
Chopwell Primary Healthcare Centre,http://www.chopwellmedicalpractice.nhs.uk,WCAG2AAA,NE17 7BU,5d290c12edf8287f0f23cd49,237,64,22,151
Denton Turret Medical Centre,http://www.dentonturret.co.uk,WCAG2AAA,NE5 2UY,5d290c12edf8287f0f23cd4a,242,10,89,143
Park Medical Group,http://www.parkmedicalgroup.co.uk,WCAG2AAA,NE3 2PE,5d290c12edf8287f0f23cd4b,226,11,95,120
Kenton Medical Centre (Betts Avenue Medical Centre),http://www.bettsavenue.nhs.uk/,WCAG2AAA,NE3 3QP,5d290c12edf8287f0f23cd4c,290,30,113,147
Chainbridge Medical Partnership,http://www.chainbridge.nhs.uk,WCAG2AAA,NE21 5AE,5d290c12edf8287f0f23cd4d,702,260,80,362
Brunton Park Health Centre,http://www.bruntonparkhc.nhs.uk/,WCAG2AAA,NE3 5NF,5d290c12edf8287f0f23cd4e,185,61,54,70
Oldwell Surgery,http://www.oldwellsurgery.co.uk,WCAG2AAA,NE21 4RD,5d290c12edf8287f0f23cd4f,278,172,42,64
Fenham Hall Surgery,http://www.fenhamhallmedicalgroup.nhs.uk,WCAG2AAA,NE4 9XD,5d290c12edf8287f0f23cd50,193,47,40,106
Betts Avenue Medical Group,http://www.bettsavenue.nhs.uk/,WCAG2AAA,NE15 6TQ,5d290c12edf8287f0f23cd51,290,30,113,147
Blaydon GP Led Practice,http://www.blaydongp.nhs.uk/,WCAG2AAA,NE21 5NW,5d290c12edf8287f0f23cd52,167,49,17,101
Regent Medical Centre,http://www.regentmedicalcentre.co.uk,WCAG2AAA,NE3 1DQ,5d290c12edf8287f0f23cd53,221,27,77,117
Gosforth Memorial Med.Ctr,http://www.gosforthmemorial.nhs.uk/,WCAG2AAA,NE3 1TX,5d290c12edf8287f0f23cd54,307,17,148,142
West Road Medical Centre,http://www.westroadmedicalcentre.co.uk,WCAG2AAA,NE4 9QB,5d290c12edf8287f0f23cd55,249,59,28,162
The Grove Medical Group,http://www.thegrovemedicalgroup.co.uk,WCAG2AAA,NE3 1NU,5d290c12edf8287f0f23cd56,10,4,3,3
Roseworth Surgery,http://www.roseworthsurgery.co.uk,WCAG2AAA,NE3 1NB,5d290c12edf8287f0f23cd57,308,9,175,124
Rowlands Gill Medical Centre,http://rowlandsgillmedicalcentre.nhs.uk/,WCAG2AAA,NE39 1PW,5d290c12edf8287f0f23cd58,126,46,10,70
Prospect Medical Centre,http://www.prospectmedicalgroup.nhs.uk,WCAG2AAA,NE4 8AY,5d290c12edf8287f0f23cd59,305,108,47,150
Dilston Medical Centre ,http://www.dilstonmedical.nhs.uk/,WCAG2AAA,NE4 5AB,5d290c12edf8287f0f23cd5a,498,64,27,407
The Surgery-Osborne Road,http://www.thesurgery.org,WCAG2AAA,NE2 3LD,5d290c12edf8287f0f23cd5b,208,45,52,111
Whickham Cottage Medical Centre,http://www.whickhampractice.nhs.uk/,WCAG2AAA,NE16 4PD,5d290c12edf8287f0f23cd5c,156,39,18,99
Cedars Medical Group,http://www.cedarsmedicalgroup.co.uk,WCAG2AAA,NE16 6HU,5d290c12edf8287f0f23cd5d,245,16,108,121
Avenue Medical Practice,http://www.avenuemedicalpractice.co.uk,WCAG2AAA,NE2 1PQ,5d290c12edf8287f0f23cd5e,130,40,13,77
Newcastle Medical Centre,http://www.newcastlemedical.co.uk,WCAG2AAA,NE1 7XR,5d290c12edf8287f0f23cd5f,294,24,108,162
Dr Tasker & Partners,http://www.glenparkmedicalpractice.co.uk,WCAG2AAA,NE11 9PY,5d290c12edf8287f0f23cd60,111,32,21,58
Saville Medical Group,http://www.savillemed.co.uk,WCAG2AAA,NE1 8DQ,5d290c12edf8287f0f23cd61,223,36,31,156
Glenpark Medical Centre,http://www.glenpark.info,WCAG2AAA,NE11 9FJ,5d290c12edf8287f0f23cd62,154,38,26,90
Thornfield Medical Group (Shieldfield),http://www.thornfieldmedicalgroup.nhs.uk/,WCAG2AAA,NE2 1AL,5d290c12edf8287f0f23cd63,110,17,44,49
Teams Medical Practice,http://www.teamsmedicalpractice.nhs.uk,WCAG2AAA,NE8 2PQ,5d290c12edf8287f0f23cd64,295,81,34,180
Sunniside Surgery,https://www.sunnisidesurgery.nhs.uk,WCAG2AAA,NE16 5LP,5d290c12edf8287f0f23cd65
The Bridges Medical Practice,http://www.bridgesmedicalpractice.co.uk,WCAG2AAA,NE8 1AD,5d290c12edf8287f0f23cd66,375,29,92,254
Bensham Family Practice,https://www.benshamfamilypractice.nhs.uk/,WCAG2AAA,NE8 2XB,5d290c12edf8287f0f23cd67,150,41,14,95
Dr Syed Masroor Imam,http://www.metrointerchangesurgery.co.uk/,WCAG2AAA,NE8 1HR,5d290c12edf8287f0f23cd68,143,50,6,87
Dr Nithyanandam Muthu Krishnan,https://www.drkrishnan.co.uk,WCAG2AAA,NE8 4QR,5d290c12edf8287f0f23cd69,198,17,68,113
Central Gateshead Medical Group,http://www.centralgatesheadmedicalgroup.co.uk,WCAG2AAA,NE8 1NB,5d290c12edf8287f0f23cd6a,168,27,21,120
Oxford Terrace and Rawling Road Medical Group,http://www.otmg.co.uk,WCAG2AAA,NE8 1RQ,5d290c12edf8287f0f23cd6b,201,70,26,105
Bewick Road Surgery,http://www.bewickroadsurgery.co.uk,WCAG2AAA,NE8 4DP,5d290c12edf8287f0f23cd6c,123,13,43,67
Fell Cottage Surgery,http://www.fellcottagesurgery.nhs.uk,WCAG2AAA,NE9 5XY,5d290c12edf8287f0f23cd6d,155,45,44,66
Fell Tower Medical Centre,http://www.gasthealth.nhs.uk/gps/fell-tower-mc/,WCAG2AAA,NE9 5EY,5d290c12edf8287f0f23cd6e,2,1,0,1
Pensilva Health Centre,http://www.pensilvahealthcentre.co.uk,WCAG2AAA,PL14 5RP,5d290c12edf8287f0f23cd6f,429,145,136,148
Oak Tree Surgery,http://www.theoaktreesurgery.co.uk/,WCAG2AAA,PL14 3XA,5d290c12edf8287f0f23cd70,436,151,126,159
Rosedean Surgery,http://www.rosedeansurgery.co.uk,WCAG2AAA,PL14 4AQ,5d290c12edf8287f0f23cd71,283,9,155,119
Pelynt Surgery,http://www.oldbridgesurgery.co.uk,WCAG2AAA,PL13 2LP,5d290c12edf8287f0f23cd72,517,250,30,237
Old Bridge Surgery,http://www.oldbridgesurgery.co.uk,WCAG2AAA,PL13 1HA,5d290c12edf8287f0f23cd73,517,250,30,237
Lostwithiel Surgery,http://www.lostwithielmedicalpractice.nhs.uk/,WCAG2AAA,PL22 0EF,5d290c12edf8287f0f23cd74,235,14,96,125
Polperro Surgery,http://www.oldbridgesurgery.co.uk,WCAG2AAA,PL13 2RQ,5d290c12edf8287f0f23cd75,517,250,30,237
Stillmoor House Medical Practice,http://www.stillmoorhousemedicalpractice.co.uk/,WCAG2AAA,PL31 2JJ,5d290c12edf8287f0f23cd76,222,6,84,132
Carnewater Practice,http://www.carnewaterpractice.co.uk,WCAG2AAA,PL31 2LB,5d290c12edf8287f0f23cd77,406,126,115,165
Fowey River Practice,http://www.foweyriverpractice.co.uk,WCAG2AAA,PL23 1DT,5d290c12edf8287f0f23cd78,254,30,93,131
Polruan Surgery,http://www.foweyriverpractice.co.uk,WCAG2AAA,PL23 1PA,5d290c12edf8287f0f23cd79,254,30,93,131
Par Health Centre,http://www.foweyriverpractice.co.uk,WCAG2AAA,PL24 2AJ,5d290c12edf8287f0f23cd7a,254,30,93,131
Middleway Surgery,http://www.middlewaysurgery.co.uk,WCAG2AAA,PL24 2JL,5d290c12edf8287f0f23cd7b,274,17,110,147
The Clays Practice,http://www.theclayspractice.co.uk,WCAG2AAA,PL26 8AD,5d290c12edf8287f0f23cd7c,199,42,32,125
Wadebridge and Camel Estuary Practice,http://www.wadebridgedoctors.co.uk/,WCAG2AAA,PL27 7BS,5d290c12edf8287f0f23cd7d,225,64,43,118
St Austell Health Group,http://www.staustellhealthcare.co.uk/,WCAG2AAA,PL25 3EF,5d290c12edf8287f0f23cd7e,354,90,43,221
Clays Practice,http://www.theclayspractice.co.uk,WCAG2AAA,PL26 8JF,5d290c12edf8287f0f23cd7f,199,42,32,125
St Austell Healthcare - Carlyon Road Health Hub ,http://www.staustellhealthcare.co.uk/,WCAG2AAA,PL25 4EG,5d290c12edf8287f0f23cd80,354,90,43,221
Rock Surgery,http://www.wadebridgedoctors.co.uk/,WCAG2AAA,PL27 6PW,5d290c12edf8287f0f23cd81,239,65,47,127
St Austell Healthcare - Foxhole,http://www.staustellhealthcare.co.uk/,WCAG2AAA,PL26 7TZ,5d290c12edf8287f0f23cd82,354,90,43,221
St Austell Healthcare - Park,http://www.staustellhealthcare.co.uk/,WCAG2AAA,PL26 7TZ,5d290c12edf8287f0f23cd83,354,90,43,221
Brannel Surgery,http://www.brannelsurgery.co.uk/,WCAG2AAA,PL26 7RL,5d290c12edf8287f0f23cd84,408,13,253,142
Mill Lane Surgery,http://www.probussurgery.co.uk,WCAG2AAA,TR2 4RU,5d290c12edf8287f0f23cd85,402,36,229,137
Tregony Surgery,http://www.roselandsurgeries.co.uk/,WCAG2AAA,TR2 5RT,5d290c12edf8287f0f23cd86,103,11,42,50
"Drs Bridger, Ball, Campbell, Purchas, Lin & Murthy",http://www.probussurgery.co.uk,WCAG2AAA,TR2 4JZ,5d290c12edf8287f0f23cd87,404,36,229,139
The Roseland Surgeries,http://www.roselandsurgeries.co.uk/,WCAG2AAA,TR2 5EE,5d290c12edf8287f0f23cd88,103,11,42,50
St Mawes Surgery,http://www.roselandsurgeries.co.uk/,WCAG2AAA,TR2 5AL,5d290c12edf8287f0f23cd89,103,11,42,50
Matrix Medical Practice,http://www.matrixmedicalpractice.nhs.uk,WCAG2AAA,ME5 7JX,5d290c12edf8287f0f23cd8a,163,6,90,67
Hempstead Medical Centre,http://www.wigmoremedicalcentre.co.uk/default.asp,WCAG2AAA,ME7 3QE,5d290c12edf8287f0f23cd8b,367,79,98,190
Dr Vridhagiri Nandini,http://www.eastcourtsurgery.nhs.uk,WCAG2AAA,ME8 6EY,5d290c12edf8287f0f23cd8c,139,19,47,73
