name,url,standard,address,task,result(total),result(error),result(warning),result(notice)
Rotherfield Surgery,http://www.rotherfieldsurgery.nhs.uk,WCAG2AA,TN6 3QW,5d06aa0fe0673f62602f64ac,177,43,58,76
The Dengie Medical Partnership,http://www.dengiemedicalpartnership.nhs.uk/,WCAG2AA,CM0 7TH,5d06aa0fe0673f62602f64ab,237,45,33,159
The Brook Health Centre,http://www.rotherfieldsurgery.nhs.uk,WCAG2AA,TN6 2ED,5d06aa0fe0673f62602f64aa,177,43,58,76
"Drs Twomey, Murphy, Braddick, Griffiths, Fearon And Kirwan",http://www.chiddenbrook-surgery.nhs.uk/,WCAG2AA,EX17 3JJ,5d06aa0fe0673f62602f64a9,264,13,118,133
Exmoor Medical Centre,http://www.exmoormedicalcentre.co.uk,WCAG2AA,TA22 9EN,5d06aa0fe0673f62602f64a8,146,29,34,83
Castle Place Practice,https://castleplacepractice.nhs.uk,WCAG2AA,EX16 6NP,5d06aa0fe0673f62602f64a7,723,146,151,426
Amicus Health - Clare House Surgery,http://amicushealth.co.uk/,WCAG2AA,EX16 6NJ,5d06aa0fe0673f62602f64a6,426,212,18,196
Exe Valley Practice,http://www.exevalleypractice.co.uk/,WCAG2AA,EX5 5NT,5d06aa0fe0673f62602f64a5,247,19,98,130
Pathfinder Surgery,http://www.stthomasmedicalgroup.co.uk,WCAG2AA,EX6 6BT,5d06aa0fe0673f62602f64a4,334,63,98,173
Student Health Centre,http://www.stthomasmedicalgroup.co.uk,WCAG2AA,EX4 4QP,5d06aa0fe0673f62602f64c8,334,63,98,173
Exwick Health Centre,http://www.stthomasmedicalgroup.co.uk,WCAG2AA,EX4 2AD,5d06aa0fe0673f62602f64c7,334,63,98,173
Clock Tower Surgery,http://www.devondoctors.co.uk/,WCAG2AA,EX4 6PD,5d06aa0fe0673f62602f64c6,307,30,106,171
Mount Pleasant Health Centre,http://www.mountpleasanthealthcentre.co.uk/,WCAG2AA,EX4 7BW,5d06aa0fe0673f62602f64c5,470,156,35,279
St Thomas Medical Group ,https://www.stthomasmedicalgroup.co.uk,WCAG2AA,EX4 1HJ,5d06aa0fe0673f62602f64c4,334,63,98,173
St Leonards Practice,http://www.stleonardssurgery.co.uk,WCAG2AA,EX1 1SB,5d06aa0fe0673f62602f64c3,143,26,13,104
Southernhay House Surgery ,http://www.southernhayhousesurgery.co.uk,WCAG2AA,EX1 1RX,5d06aa0fe0673f62602f64c2,216,11,80,125
College Surgery Partnership,http://www.collegesurgery.org.uk,WCAG2AA,EX15 1FE,5d06aa0fe0673f62602f64f0,220,13,17,190
BARNFIELD HILL SURGERY,http://www.barnfieldhillsurgery.co.uk,WCAG2AA,EX1 1SR,5d06aa0fe0673f62602f64ef,391,178,12,201
Isca Medical Practice,http://www.iscamp.co.uk,WCAG2AA,EX1 2DW,5d06aa0fe0673f62602f64ee,357,142,13,202
Bramblehaies Surgery,http://www.bramblehaiessurgery.co.uk/,WCAG2AA,EX15 1TZ,5d06aa0fe0673f62602f64ed,278,63,84,131
The Heavitree Practice,http://www.theheavitreepractice.co.uk,WCAG2AA,EX1 2RX,5d06aa0fe0673f62602f64ec,247,80,72,95
The South Lawn Medical Practice,http://www.slmp.co.uk,WCAG2AA,EX1 2RX,5d06aa0fe0673f62602f64eb,300,55,133,112
Christow Surgery,http://cheritonbishoppractice.co.uk,WCAG2AA,EX6 7NY,5d06aa0fe0673f62602f64ea,259,24,140,95
Ide Lane Surgery,http://www.idelanesurgery.nhs.uk,WCAG2AA,EX2 8UP,5d06aa0fe0673f62602f64e9,219,24,30,165
WONFORD GREEN SURGERY,http://www.wonfordgreen-surgery.co.uk,WCAG2AA,EX2 6NF,5d06aa0fe0673f62602f64e8,2,1,0,1
Hill Barton Surgery,http://www.hillbartonsurgery.co.uk/,WCAG2AA,EX1 3EN,5d06aa0fe0673f62602f64e7,265,91,37,137
Glasshouse Medical Centre,http://www.topshamsurgery.gpsurgery.net,WCAG2AA,EX2 7BT,5d06aa0fe0673f62602f64e6,421,209,17,195
Cranbrook Medical Practice,http://www.cranbrookmedicalcentre.co.uk/,WCAG2AA,EX5 7DR,5d06aa0fe0673f62602f64e5,373,95,120,158
TOPSHAM SURGERY,http://www.topshamsurgery.gpsurgery.net,WCAG2AA,EX3 0EN,5d06aa0fe0673f62602f64e4,421,209,17,195
Woodbury Surgery,http://www.woodburysurgery.com/,WCAG2AA,EX5 1NZ,5d06aa0fe0673f62602f64e3
Stroud Valleys Family Practice,http://www.stroudvalleysfamilypractice.nhs.uk,WCAG2AA,GL5 4BH,5d06aa0fe0673f62602f64e2,185,7,65,113
Locking Hill Surgery,http://www.lockinghillsurgery.co.uk/,WCAG2AA,GL5 1UY,5d06aa0fe0673f62602f64e1,476,98,99,279
Northiam Surgery,http://www.northiamandbroadoaksurgery.co.uk,WCAG2AA,TN31 6ND,5d06aa0fe0673f62602f64e0,136,18,45,73
Broad Oak Surgery,http://www.northiamandbroadoaksurgery.co.uk/,WCAG2AA,TN31 6DH,5d06aa0fe0673f62602f64df,149,20,48,81
Oldwood Surgery,http://www.oldwoodsurgery.co.uk/,WCAG2AA,TN32 5DG,5d06aa0fe0673f62602f64de,241,19,80,142
Sedlescombe & Westfield Surgeries,http://www.sedlescombeandwestfieldsurgeries.co.uk/,WCAG2AA,TN33 0PW,5d06aa0fe0673f62602f64dd,247,27,65,155
Heathfield Surgery,http://www.heathfieldsurgeries.co.uk,WCAG2AA,TN21 8JD,5d06aa0fe0673f62602f64dc,13,3,2,8
Coleridge Medical Centre,http://www.coleridgemedicalcentre@nhs.net,WCAG2AA,EX11 1EQ,5d06aa0fe0673f62602f64db
Sid Valley Practice,http://www.sidvalleypractice.nhs.uk,WCAG2AA,EX10 9YA,5d06aa0fe0673f62602f6586,238,11,106,121
Honiton Surgery,http://www.honitonsurgery.nhs.uk,WCAG2AA,EX14 2NY,5d06aa0fe0673f62602f6585,258,24,51,183
The Blackdown Practice,http://www.theblackdownpractice.co.uk,WCAG2AA,EX15 3SF,5d06aa0fe0673f62602f6584,883,17,765,101
Walrond Medical Centre,http://www.townsendhousesurgery.co.uk,WCAG2AA,EX12 3EE,5d06aa0fe0673f62602f6583
Townsend House Medical Centre,http://www.townsendhousesurgery.co.uk,WCAG2AA,EX12 2RY,5d06aa0fe0673f62602f6582,322,120,31,171
Seaton & Colyton Medical Practice,http://www.seatonandcolytonmedicalpractice.nhs.uk,WCAG2AA,EX12 2DU,5d06aa0fe0673f62602f6581,303,23,116,164
The Colyton Health Centre,http://www.seatonandcolytonmedicalpractice.nhs.uk,WCAG2AA,EX24 6ET,5d06aa0fe0673f62602f6580,303,23,116,164
Lintonville Medical Group,https://www.valensmedical.co.uk/our-practices/lintonville-medical-group/,WCAG2AA,NE63 9UT,5d06aa0fe0673f62602f657f,246,48,43,155
Seaton Park Medical Group,http://www.seatonparkmedicalgroup.co.uk,WCAG2AA,NE63 0NG,5d06aa0fe0673f62602f657e,291,32,67,192
Nursery Park Medical Group,http://www.seatonparkmedicalgroup.co.uk,WCAG2AA,NE64 6NS,5d06aa0fe0673f62602f657d,292,32,68,192
Newbiggin Health Centre,https://www.valensmedical.co.uk/our-practices/wellway-medical-group/,WCAG2AA,NE64 6NS,5d06aa0fe0673f62602f657c,246,47,44,155
The Gables Medical Group ,http://gablesmedicalgroup.nhs.uk,WCAG2AA,NE24 1QS,5d06aa0fe0673f62602f657b,188,11,69,108
"Dr Castle & Partners, Sole Bay Health Centre",http://www.solebayhealthcentre.co.uk,WCAG2AA,IP18 6GY,5d06aa0fe0673f62602f657a,348,185,47,116
Fakenham Medical Practice,http://www.fmp.nhs.uk/,WCAG2AA,NR21 8SY,5d06aa0fe0673f62602f6579,242,46,42,154
Fakenham Medical Practice - Branch Surgery,"http://www.fmp.nhs.uk/walsingham-surgery,45667.htm",WCAG2AA,NR22 6EQ,5d06aa0fe0673f62602f65ad,242,46,42,154
Dean Lane Medical Centre,http://www.hmmc.info,WCAG2AA,SK7 6EJ,5d06aa0fe0673f62602f65ac,247,39,87,121
Beech House Medical Practice,http://www.beechhousesurgery.co.uk/,WCAG2AA,SK7 4QR,5d06aa0fe0673f62602f65ab,175,22,43,110
Stockport Medical Group (Delamere Practice),http://www.stockportmedicalgroup.nhs.uk,WCAG2AA,SK2 7NA,5d06aa0fe0673f62602f65aa,267,75,62,130
Bramhall Health Centre,http://www.bramhallhealthcentre.co.uk,WCAG2AA,SK7 2DY,5d06aa0fe0673f62602f65a9,279,21,137,121
Caritas General Practice Partnership,http://www.dialhousemedicalcentre.nhs.uk,WCAG2AA,SK2 6BZ,5d06aa0fe0673f62602f65a8,397,22,116,259
Bramhall & Shaw Heath Medical Group,http://www.shawheathhealthcentre.co.uk/index.aspx,WCAG2AA,SK3 8DN,5d06aa0fe0673f62602f65a7,518,188,142,188
Bracondale Medical Centre,http://bracondalemedical.co.uk,WCAG2AA,SK2 6EQ,5d06aa0fe0673f62602f65a6,149,22,22,105
Hulme Hall Medical Group Cheadle Hulme,http://www.hulmehallmedicalgroup.nhs.uk,WCAG2AA,SK8 6LU,5d06aa0fe0673f62602f65a5,213,14,47,152
Stockport Medical Group (Lowfield),http://www.stockportmedicalgroup.nhs.uk/index.aspx,WCAG2AA,SK2 6RW,5d06aa0fe0673f62602f65a4,267,75,62,130
Adswood Road Surgery,http://www.adswoodsurgery.co.uk/,WCAG2AA,SK3 8PN,5d06aa0fe0673f62602f65a3,341,5,200,136
Hulme Hall Medical Group Handforth,http://www.hulmehallmedicalgroup.nhs.uk,WCAG2AA,SK9 3LF,5d06aa0fe0673f62602f65a2,213,14,47,152
The Surgery 1,http://www.thesurgery-30brinnington.nhs.uk,WCAG2AA,SK1 2EX,5d06aa0fe0673f62602f65a1,154,14,25,115
Brinnington Surgery,https://www.brinningtonsurgery.nhs.uk,WCAG2AA,SK5 8BS,5d06aa0fe0673f62602f65a0,303,68,31,204
Adshall Road Medical Practice,http://www.adshallroadmedicalpractice.co.uk,WCAG2AA,SK8 2JN,5d06aa0fe0673f62602f659f,233,10,103,120
Stockport Medical Group (Edgeley),http://www.stockportmedicalgroup.nhs.uk,WCAG2AA,SK3 9NX,5d06aa0fe0673f62602f659e,265,75,62,128
South Reddish Medical Ctr 2,http://www.southreddishmedicalcentre.co.uk,WCAG2AA,SK5 7QU,5d06aa0fe0673f62602f659d,1326,526,106,694
Heaton Norris Health Centre,http://www.drmarshallandpartners.co.uk,WCAG2AA,SK4 1JX,5d06aa0fe0673f62602f659c,328,13,165,150
Ellesmere Medical Centre,http://www.ellesmeremedicalcentre.nhs.uk,WCAG2AA,SK3 0RQ,5d06aa0fe0673f62602f659b
Millgate Healthcare Partnership ,https://www.millgatehealthcare.nhs.uk/,WCAG2AA,M34 3RA,5d06aa0fe0673f62602f659a,236,20,43,173
Heald Green Health Centre 1 (Owen),http://www.healdgreenhealthcentre.nhs.uk/index.aspx,WCAG2AA,SK8 3JD,5d06aa0fe0673f62602f6599,493,9,350,134
Cheadle Medical Practice,http://www.cheadlemedical.co.uk,WCAG2AA,SK8 1BH,5d06aa0fe0673f62602f6598,333,69,102,162
Heaton Moor Medical Group,http://www.hmmc.info,WCAG2AA,SK4 4NX,5d06aa0fe0673f62602f6597,245,39,87,119
Eastholme Surgery,http://www.eastholmesurgery.co.uk/,WCAG2AA,SK4 4NX,5d06aa0fe0673f62602f6596,4,2,0,2
Family Surgery,http://www.thereddishfamilypractice.nhs.uk,WCAG2AA,SK5 6RN,5d06aa0ee0673f62602f621a,236,10,120,106
Park View Group Practice,http://www.parkviewgrouppractice.co.uk,WCAG2AA,SK5 6ET,5d06aa0ee0673f62602f6219,284,10,143,131
Heaton Mersey Medical Practice,http://www.heatonmerseymedicalpractice.co.uk/,WCAG2AA,SK4 3BT,5d06aa0ee0673f62602f6211,262,26,89,147
Tregenna Group Practice,http://www.tregenna.nhs.net,WCAG2AA,M22 0EP,5d06aa0ee0673f62602f6210
The Gatley Surgery,http://www.northendengp.com,WCAG2AA,SK8 4NQ,5d06aa0ee0673f62602f620f,65,2,23,40
Gatley Group Practice,http://www.gatleymedicalcentre.co.uk,WCAG2AA,SK8 4DG,5d06aa0ee0673f62602f620e,249,15,104,130
Benchill Medical Practice,http://www.benchillmedicalpractice.co.uk,WCAG2AA,M22 9UH,5d06aa0ee0673f62602f620d,276,39,108,129
Cornishway Group Practice,http://www.cornishwaygp.co.uk/,WCAG2AA,M22 5RX,5d06aa0ee0673f62602f620c,167,11,47,109
Audenshaw branch,http://cornerstonefamilypractice.co.uk,WCAG2AA,M34 5PZ,5d06aa0ee0673f62602f6232,7,4,1,2
LADYBARN GROUP PRACTICE,http://www.ladybarngp.co.uk,WCAG2AA,M20 4SS,5d06aa0ee0673f62602f6231,473,10,207,256
Medlock Vale Medical Practice,http://www.medlockvalemedicalpractice.co.uk,WCAG2AA,M43 7BW,5d06aa0ee0673f62602f6230,5,2,1,2
Market Street Medical Practice ,http://www.marketstreetmpdroylsden.nhs.uk,WCAG2AA,M43 6DE,5d06aa0ee0673f62602f622f,414,81,88,245
Gorton Medical Centre,http://www.gortonmedicalcentre.co.uk,WCAG2AA,M18 8LJ,5d06aa0ee0673f62602f622e
West Point Medical Centre,http://www.westpoint-gp.nhs.uk/,WCAG2AA,M19 2AF,5d06aa0ee0673f62602f622d,264,34,83,147
Didsbury Medical Centre - Dr Whitaker,http://www.didsburymedicalcentre.co.uk/,WCAG2AA,5d06aa0ee0673f62602f622c
Mount Road Surgery,http://www.mountroadsurgery.co.uk,WCAG2AA,M18 7BQ,5d06aa0ee0673f62602f622b,207,9,79,119
Florence House Medical Practice,http://www.florencehousesurgery.co.uk/,WCAG2AA,M11 1JG,5d06aa0ee0673f62602f622a,288,15,130,143
Fallowfield Medical Centre,https://fallowfieldmedicalcentre.co.uk/,WCAG2AA,M14 6YL,5d06aa0ee0673f62602f6229,479,11,207,261
Bodey Medical Centre,http://www.bodey.co.uk,WCAG2AA,M14 6WP,5d06aa0ee0673f62602f6228,468,9,201,258
The Northenden Group Practice,http://www.northenden-gp.com/,WCAG2AA,M22 4DH,5d06aa0ee0673f62602f6227,65,2,23,40
Longsight Medical Practice,http://www.longsightmedicalpractice.com/,WCAG2AA,M13 0RR,5d06aa0ee0673f62602f6226,525,15,225,285
Ailsa Craig Medical Centre,http://www.ailsacraigmedicalpractice.co.uk,WCAG2AA,M13 0YL,5d06aa0ee0673f62602f6225,525,15,224,286
The Borchardt Medical Centre,http://www.borchardtmc.nhs.uk/,WCAG2AA,M20 1EB,5d06aa0ee0673f62602f6224,472,11,205,256
New Bank Health Centre,https://www.newbank.nhs.uk/,WCAG2AA,M12 4JE,5d06aa0ee0673f62602f6223,215,29,36,150
Wilmslow Road Medical Centre,http://wilmslowroadmedicalcentre.co.uk/,WCAG2AA,M14 5LQ,5d06aa0ee0673f62602f6222,257,14,114,129
Surrey Lodge Group Practice,http://www.surreylodge.co.uk,WCAG2AA,M14 5BY,5d06aa0ee0673f62602f6221,549,25,235,289
West Gorton Medical Practice,http://www.westgortonmedicalcentre.co.uk,WCAG2AA,M12 5JE,5d06aa0ee0673f62602f6220,194,51,41,102
Cornerstone Family Practice,http://www.cornerstonefamilypractice.nhs.uk/,WCAG2AA,M11 3AA,5d06aa0ee0673f62602f63b9,206,22,77,107
Princess Road Surgery,http://princessroadsurgery.co.uk,WCAG2AA,M20 1BH,5d06aa0ee0673f62602f63b8,995,33,489,473
Five Oaks Family Practice,http://www.fiveoaksfamilypractice.co.uk,WCAG2AA,M11 3BB,5d06aa0ee0673f62602f63b7,276,48,81,147
The Robert Darbishire Practice,http://www.rdp.org.uk,WCAG2AA,M14 5NP,5d06aa0ee0673f62602f63b6,174,7,34,133
St Chads Medical Practice,http://www.stchadsmedicalpractice.co.uk/,WCAG2AA,OL8 3HH,5d06aa0ee0673f62602f63b5,192,46,45,101
Drs Hanif & Bannuru,http://www.drshanifandbannuru.co.uk/,WCAG2AA,M11 4EJ,5d06aa0ee0673f62602f63b4,161,42,22,97
Hollinwood Medical Practice,http://www.hollinwoodpractice.org.uk,WCAG2AA,OL8 3TR,5d06aa0ee0673f62602f63b3,141,37,37,67
Manchester Medical,http://www.manchestermedical.org.uk/,WCAG2AA,M14 4GP,5d06aa0ee0673f62602f63b2,463,36,143,284
Quayside Medical Practice,http://www.quaysidemedicalpractice.co.uk/,WCAG2AA,M35 0AD,5d06aa0ee0673f62602f63b1,317,25,81,211
Failsworth Group Practice,http://www.failsworthgrouppractice.nhs.uk/,WCAG2AA,M35 0AD,5d06aa0ee0673f62602f63b0,241,10,109,122
Hossain Practice,http://medlockmedicalpractice.co.uk/,WCAG2AA,M35 0AD,5d06aa0ee0673f62602f63af,326,26,91,209
Droylsden Road Family Practice,http://www.droylsdenroadfamilypractice.co.uk,WCAG2AA,M40 1NT,5d06aa0ee0673f62602f63ae,310,99,63,148
The Vallance Centre,http://www.vallancebrunswickgroup.com,WCAG2AA,M13 9UJ,5d06aa0ee0673f62602f63ad,7,3,1,3
The Range Medical Centre,http://www.therangemedicalcentre.co.uk,WCAG2AA,M16 8EE,5d06aa0ee0673f62602f63ac,983,13,493,477
The Whitswood Practice,http://www.whitswood.nhs.uk,WCAG2AA,M16 7AP,5d06aa0ee0673f62602f63ab,162,6,31,125
Cornbrook Medical Practice - Boundary Surgery,http://www.cornbrookmedicalpractice.co.uk,WCAG2AA,M15 6PR,5d06aa0ee0673f62602f63aa
Newton Heath Medical Centre,http://www.generalpracticenewtonheathhealthcentre.nhs.uk/,WCAG2AA,M40 2JF,5d06aa0ee0673f62602f624f,417,48,196,173
Littletown Family Medical Practice,http://www.littletownfamilymedical.nhs.uk,WCAG2AA,OL8 4LR,5d06aa0ee0673f62602f624e,192,21,75,96
New Islington Medical Centre,http://www.nismp.co.uk/,WCAG2AA,M4 6EE,5d06aa0ee0673f62602f624d,417,48,138,231
Werneth Medical Practice,http://www.wernethmedicalpractice.nhs.uk,WCAG2AA,OL8 4AL,5d06aa0ee0673f62602f624c,815,278,89,448
Ancoats Urban Village Medical Practice,http://www.uvmp.co.uk/,WCAG2AA,M4 6EE,5d06aa0ee0673f62602f624b,308,68,96,144
Victoria Mill Medical Practice,http://www.victoriamillmedicalpractice.co.uk,WCAG2AA,M40 7LH,5d06aa0ee0673f62602f624a,191,45,38,108
Danson Family Practice P85018,http://www.dansonfamilypractice.co.uk,WCAG2AA,OL9 7AY,5d06aa0ee0673f62602f6249,301,6,163,132
The Arch Medical Practice,http://www.thearchmedicalpractice.co.uk/,WCAG2AA,M15 5TJ,5d06aa0ee0673f62602f6248,177,39,20,118
Kapur Family Care ,"http://www.kapurfamilycare.nhs.uk/welcome,50494.htm",WCAG2AA,OL9 7AY,5d06aa0ee0673f62602f6247,208,62,59,87
The Docs,http://www.thedocsmanchester.co.uk,WCAG2AA,M1 3LY,5d06aa0ee0673f62602f6246,231,6,196,29
Block Lane Surgery,http://www.blocklanesurgery.co.uk/,WCAG2AA,OL9 7SG,5d06aa0ee0673f62602f6245,251,15,98,138
Ayres Road Surgery Limelight,http://ayres.ghmcars.co.uk/,WCAG2AA,M16 9NW,5d06aa0ee0673f62602f6244,72,10,25,37
Ch Medical Practice,http://www.ch-medical.co.uk,WCAG2AA,OL9 8NH,5d06aa0ee0673f62602f6243,213,58,38,117
Cornbrook Medical Practice,http://www.cornbrookmedicalpractice.co.uk,WCAG2AA,M15 4EA,5d06aa0ee0673f62602f6242
Whitley Road Medical Centre,http://www.whitleyroadmedicalcentre.co.uk/,WCAG2AA,M40 7QH,5d06aa0ee0673f62602f6241,230,64,39,127
Simpson Medical Practice,http://www.gtdhealthcare.co.uk/,WCAG2AA,M40 9NB,5d06aa0ee0673f62602f6240,220,42,56,122
Willowbank Surgery,https://willowbanksurgery.co.uk/,WCAG2AA,M9 4WH,5d06aa0ee0673f62602f6257,273,19,69,185
Fernclough Surgery,http://www.ferncloughsurgery.co.uk/,WCAG2AA,M9 5RD,5d06aa0ee0673f62602f6256,389,51,112,226
Conran Medical Centre,http://www.conranmedicalcentre.nhs.uk/,WCAG2AA,M9 5BH,5d06aa0ee0673f62602f6255,201,49,38,114
The Singh Medical Practice,http://www.thesinghmedicalpractice.co.uk,WCAG2AA,M9 4BE,5d06aa0ee0673f62602f6254,211,12,77,122
Valentine Medical Centre,http://www.valentinemedicalcentre.co.uk,WCAG2AA,M9 8PP,5d06aa0ee0673f62602f6253,202,28,47,127
New Collegiate Medical Centre,http://www.collegiatemedical.co.uk,WCAG2AA,M8 0DA,5d06aa0ee0673f62602f6252
Alkrington Junction Practice,http://www.junctionsurgery.nhs.uk/,WCAG2AA,M24 1PQ,5d06aa0ee0673f62602f6251,77,28,13,36
The Neville Family Medical Centre,http://www.nevillefmc.com,WCAG2AA,M9 8DX,5d06aa0ee0673f62602f6250,246,59,68,119
Dam Head Medical Centre,http://www.damheadmedicalcentre.co.uk,WCAG2AA,M9 7HD,5d06aa0ee0673f62602f625b,125,35,14,76
Jolly Medical Centre,http://www.thejollymedicalcentre.co.uk/,WCAG2AA,M8 9NT,5d06aa0ee0673f62602f625a,94,26,26,42
Wellfield Medical Centre ,http://www.wellfieldmedicalcentre.com,WCAG2AA,M8 9JT,5d06aa0ee0673f62602f6259,185,6,63,116
Limefield Medical Centre,http://www.limefieldmedicalcentre.co.uk/,WCAG2AA,M7 4NX,5d06aa0ee0673f62602f6258,257,44,97,116
Newbury Green Medical Practice,http://newburygreenmedical.co.uk/,WCAG2AA,M7 4NX,5d06aa0ee0673f62602f6266,61,21,8,32
Dr Davis's Medical Practice,http://www.mysurgerywebsite.co.uk/index.aspx?p=p87648,WCAG2AA,M7 4NX,5d06aa0ee0673f62602f6265,146,29,21,96
Murdishaw Health Centre,https://www.murdishawhealthcentre.co.uk,WCAG2AA,WA7 6ES,5d06aa0ee0673f62602f6264,239,17,110,112
Brookvale Practice,http://www.brookvalepractice.nhs.uk,WCAG2AA,WA7 2UT,5d06aa0ee0673f62602f6263,246,65,59,122
Weaver Vale Practice ,http://www.mysurgerywebsite.co.uk/index.aspx?p=n81054,WCAG2AA,WA7 2UT,5d06aa0ee0673f62602f6262,186,6,59,121
Grove House Practice,http://www.grovehouse.co.uk,WCAG2AA,WA7 1AB,5d06aa0ee0673f62602f6261,287,39,68,180
Tower House Practice,http://towerhousepractice.co.uk,WCAG2AA,WA7 1AB,5d06aa0ee0673f62602f6260,197,56,36,105
CCA Care Partnership Appleton,http://www.ccacarepartnership.co.uk,WCAG2AA,WA4 5EQ,5d06aa0ee0673f62602f625f,3,2,0,1
Hale Village Surgery ,https://www.ssphealth.com/,WCAG2AA,L24 4AG,5d06aa0ee0673f62602f625e,131,48,10,73
West Bank Medical Centre,http://www.beaconsfield-surgery.co.uk/,WCAG2AA,WA8 0NG,5d06aa0ee0673f62602f625d,249,14,96,139
Newtown Surgery,http://www.newtownsurgerywidnes.nhs.uk/,WCAG2AA,WA8 7GD,5d06aa0ee0673f62602f625c,198,52,29,117
Oaks Place Surgery,http://www.oaksplacesurgery.nhs.uk,WCAG2AA,WA8 7GD,5d06aa0ee0673f62602f626d,493,61,24,408
The Margaret Thompson Medical Centre,http://www.mtmc.r-a-w.org/,WCAG2AA,L24 6TH,5d06aa0ee0673f62602f626c,146,38,2,106
HUNTS CROSS HEALTH CENTRE,http://www.huntscrosshc.nhs.uk,WCAG2AA,L24 2SF,5d06aa0ee0673f62602f626b,229,67,35,127
Dr Mangarai Kishan Rao,http://punchweb.spekeneighbourhoodhc-drmangarai.nhs.uk/,WCAG2AA,L24 2SF,5d06aa0ee0673f62602f626a
Peelhouse Medical Plaza,http://www.peelhouse-medical-plaza.nhs.uk/,WCAG2AA,WA8 6TN,5d06aa0ee0673f62602f6269,235,18,62,155
Appleton Village Surgery,http://appletonvillagesurgery.co.uk,WCAG2AA,WA8 6DZ,5d06aa0ee0673f62602f6268
Causeway Medical Centre,http://www.causewaymedicalcentre.co.uk,WCAG2AA,WA4 6QA,5d06aa0ee0673f62602f6267,561,140,249,172
Latchford Medical Centre,http://www.latchfordmedicalcentre.co.uk/,WCAG2AA,WA4 1LJ,5d06aa0ee0673f62602f6273,368,37,99,232
Upton Rocks Surgery,https://www.ssphealth.com/,WCAG2AA,WA8 7NU,5d06aa0ee0673f62602f6272,131,48,10,73
WEST SPEKE HEALTH CENTRE ,http://www.primarycareconnect.org.uk,WCAG2AA,L24 3TY,5d06aa0ee0673f62602f6271,4,2,0,2
Bevan Group Practice,http://www.beaconsfield-surgery.co.uk,WCAG2AA,WA8 6TR,5d06aa0ee0673f62602f6270,249,14,96,139
Penketh Health Centre,http://www.penkethhealthcentre.co.uk/,WCAG2AA,WA5 2EY,5d06aa0ee0673f62602f626f,491,107,200,184
Springfields Medical Centre,http://www.springfieldsmedicalcentre.co.uk,WCAG2AA,WA1 1UG,5d06aa0ee0673f62602f626e,417,32,116,269
The Health Centre Surgery,http://www.thcsurgery.uk,WCAG2AA,L26 9UH,5d06aa0ee0673f62602f6281,67,7,3,57
Roseheath Surgery Ltd,http://www.roseheathsurgery.nhs.uk/,WCAG2AA,L26 9UH,5d06aa0ee0673f62602f6280
The Lakeside Surgery,http://www.lakesidesurgery.co.uk,WCAG2AA,WA13 0QE,5d06aa0ee0673f62602f627f,397,25,139,233
Cockhedge Medical Centre,http://www.cockhedgemedicalcentre.co.uk/,WCAG2AA,WA1 2QQ,5d06aa0ee0673f62602f627e,238,20,86,132
Guardian Street Med/Ctr,http://www.guardianmedicalcentre.co.uk,WCAG2AA,WA5 1UD,5d06aa0ee0673f62602f627d,326,84,99,143
Great Sankey Health Centre,http://www.causewaymedicalcentre.co.uk/,WCAG2AA,WA5 1UH,5d06aa0ee0673f62602f627c,561,140,249,172
Eric Moore Partnership,https://ericmoorepartnership.co.uk,WCAG2AA,WA2 7NJ,5d06aa0ee0673f62602f627b,273,56,81,136
Dr Satya Koya And Dr Lalitha Chalasani,http://www.houghgreenhealth.co.uk,WCAG2AA,WA8 4NJ,5d06aa0ee0673f62602f627a,234,15,84,135
Chapelford Medical Centre,http://www.chapelfordhealth.co.uk,WCAG2AA,WA5 3AJ,5d06aa0ee0673f62602f6279,250,18,121,111
Helsby Street Medical Centre,http://www.helsbystreetmc.nhs.uk,WCAG2AA,WA1 3AW,5d06aa0ee0673f62602f6278,325,70,36,219
Folly Lane Medical Centre,http://www.follylane.gpsurgery.net/,WCAG2AA,WA5 0LU,5d06aa0ee0673f62602f6277,370,170,13,187
Greenbank Surgery,http://www.greenbanksurgery.com,WCAG2AA,WA1 3RB,5d06aa0ee0673f62602f6276,279,21,109,149
The Hollies Medical Centre,http://www.theholliesmedicalcentre.co.uk/website/home.html,WCAG2AA,L26 0TH,5d06aa0ee0673f62602f6275,135,43,10,82
Woolston Surgery,http://www.padgatemedicalcentre.co.uk,WCAG2AA,WA1 4PN,5d06aa0ee0673f62602f6274,376,7,250,119
4 Seasons Medical Centre,http://www.4smc.co.uk/,WCAG2AA,WA2 8HE,5d06aa0ee0673f62602f6291,326,25,89,212
The Eric Moore Partnership,http://www.ericmoorepartnership.co.uk,WCAG2AA,WA2 8HE,5d06aa0ee0673f62602f6290,273,56,81,136
GARSTON FAMILY HEALTH CENTRE,http://www.primarycareconnect.org.uk,WCAG2AA,L19 2LW,5d06aa0ee0673f62602f628f,4,2,0,2
GATEACRE BROW SURGERY,http://www.gateacrebrowpractice.nhs.uk/,WCAG2AA,L25 8QT,5d06aa0ee0673f62602f628e,245,28,99,118
Padgate Medical Centre,http://www.padgatemedicalcentre.co.uk,WCAG2AA,WA2 0RX,5d06aa0ee0673f62602f628d,376,7,250,119
Fearnhead Cross Medical Centre,http://www.fearnheadcrosssurgery.co.uk/,WCAG2AA,WA2 0HD,5d06aa0ee0673f62602f628c,829,283,95,451
